wavelength      radiance
0.28671       8.72178E-02
0.28670       1.06082E-01
0.28669       1.12561E-01
0.28668       1.03621E-01
0.28667       9.48478E-02
0.28666       9.24981E-02
0.28666       8.22516E-02
0.28665       6.57417E-02
0.28664       4.85762E-02
0.28663       3.97736E-02
0.28662       3.91355E-02
0.28662       4.20320E-02
0.28661       3.71412E-02
0.28660       2.84653E-02
0.28659       3.05673E-02
0.28658       5.15314E-02
0.28657       7.90036E-02
0.28657       9.30980E-02
0.28656       9.43563E-02
0.28655       8.93216E-02
0.28654       8.71073E-02
0.28653       8.40850E-02
0.28652       8.05788E-02
0.28652       8.69864E-02
0.28651       9.20216E-02
0.28650       8.78580E-02
0.28649       8.20927E-02
0.28648       6.61878E-02
0.28648       4.51034E-02
0.28647       3.99243E-02
0.28646       4.79083E-02
0.28645       6.07270E-02
0.28644       5.99163E-02
0.28643       5.17935E-02
0.28643       5.20340E-02
0.28642       6.69638E-02
0.28641       8.08443E-02
0.28640       8.01280E-02
0.28639       7.22028E-02
0.28639       7.30176E-02
0.28638       8.25103E-02
0.28637       8.13458E-02
0.28636       6.63887E-02
0.28635       3.90829E-02
0.28634       2.51999E-02
0.28634       2.57624E-02
0.28633       3.59630E-02
0.28632       4.58648E-02
0.28631       5.87640E-02
0.28630       7.40247E-02
0.28630       7.46102E-02
0.28629       5.55666E-02
0.28628       4.69319E-02
0.28627       5.68320E-02
0.28626       7.52604E-02
0.28625       8.29830E-02
0.28625       8.53434E-02
0.28624       8.69764E-02
0.28623       8.23604E-02
0.28622       7.16790E-02
0.28621       5.75884E-02
0.28620       4.56950E-02
0.28620       4.74838E-02
0.28619       5.00892E-02
0.28618       4.20268E-02
0.28617       3.65181E-02
0.28616       4.96486E-02
0.28616       5.93503E-02
0.28615       5.98618E-02
0.28614       6.01005E-02
0.28613       6.31141E-02
0.28612       6.60300E-02
0.28611       7.06137E-02
0.28611       7.00366E-02
0.28610       6.61729E-02
0.28609       6.70580E-02
0.28608       6.67454E-02
0.28607       6.43443E-02
0.28607       6.21005E-02
0.28606       6.08587E-02
0.28605       6.11141E-02
0.28604       6.10769E-02
0.28603       5.55722E-02
0.28602       5.35718E-02
0.28602       6.09373E-02
0.28601       6.85144E-02
0.28600       6.53886E-02
0.28599       5.65154E-02
0.28598       4.40077E-02
0.28598       2.88832E-02
0.28597       2.48940E-02
0.28596       3.24776E-02
0.28595       3.67739E-02
0.28594       3.68970E-02
0.28593       4.06375E-02
0.28593       3.84097E-02
0.28592       3.12280E-02
0.28591       3.71646E-02
0.28590       4.52394E-02
0.28589       4.33719E-02
0.28589       3.51809E-02
0.28588       3.53069E-02
0.28587       4.01930E-02
0.28586       4.40565E-02
0.28585       4.71553E-02
0.28584       4.80222E-02
0.28584       4.53518E-02
0.28583       3.93383E-02
0.28582       3.46903E-02
0.28581       3.56240E-02
0.28580       3.69678E-02
0.28580       3.67856E-02
0.28579       3.86887E-02
0.28578       3.92869E-02
0.28577       3.67092E-02
0.28576       3.16708E-02
0.28576       2.94894E-02
0.28575       3.25469E-02
0.28574       3.54431E-02
0.28573       3.47071E-02
0.28572       3.28807E-02
0.28571       3.14373E-02
0.28571       3.01134E-02
0.28570       2.90649E-02
0.28569       2.95645E-02
0.28568       3.06927E-02
0.28567       2.98211E-02
0.28567       2.50778E-02
0.28566       2.03287E-02
0.28565       1.83099E-02
0.28564       2.11034E-02
0.28563       2.40836E-02
0.28562       2.47336E-02
0.28562       2.57059E-02
0.28561       2.59542E-02
0.28560       2.53184E-02
0.28559       2.51608E-02
0.28558       2.49396E-02
0.28558       2.47812E-02
0.28557       2.44101E-02
0.28556       2.30102E-02
0.28555       2.15667E-02
0.28554       2.10724E-02
0.28553       2.09833E-02
0.28553       2.07276E-02
0.28552       1.91218E-02
0.28551       1.90224E-02
0.28550       1.99336E-02
0.28549       1.93513E-02
0.28549       1.75369E-02
0.28548       1.63970E-02
0.28547       1.59052E-02
0.28546       1.49072E-02
0.28545       1.42210E-02
0.28545       1.47279E-02
0.28544       1.46546E-02
0.28543       1.40514E-02
0.28542       1.36987E-02
0.28541       1.34813E-02
0.28540       1.32573E-02
0.28540       1.27145E-02
0.28539       1.15888E-02
0.28538       1.05164E-02
0.28537       9.53042E-03
0.28536       8.87108E-03
0.28536       8.83592E-03
0.28535       8.47087E-03
0.28534       7.85854E-03
0.28533       6.89111E-03
0.28532       5.93773E-03
0.28531       5.25926E-03
0.28531       4.68687E-03
0.28530       4.22841E-03
0.28529       4.33029E-03
0.28528       4.81383E-03
0.28527       5.22789E-03
0.28527       5.93510E-03
0.28526       6.59294E-03
0.28525       6.99316E-03
0.28524       7.87564E-03
0.28523       9.05908E-03
0.28523       9.81235E-03
0.28522       1.04862E-02
0.28521       1.09889E-02
0.28520       1.11840E-02
0.28519       1.20976E-02
0.28518       1.31647E-02
0.28518       1.31227E-02
0.28517       1.32454E-02
0.28516       1.42053E-02
0.28515       1.56274E-02
0.28514       1.58015E-02
0.28514       1.54364E-02
0.28513       1.57547E-02
0.28512       1.71076E-02
0.28511       1.79887E-02
0.28510       1.82205E-02
0.28510       1.84544E-02
0.28509       1.87463E-02
0.28508       1.73402E-02
0.28507       1.43228E-02
0.28506       1.38381E-02
0.28505       1.63433E-02
0.28505       1.75777E-02
0.28504       1.87763E-02
0.28503       2.02039E-02
0.28502       2.11959E-02
0.28501       2.27105E-02
0.28501       2.41691E-02
0.28500       2.50678E-02
0.28499       2.53493E-02
0.28498       2.51844E-02
0.28497       2.52623E-02
0.28497       2.41590E-02
0.28496       2.24984E-02
0.28495       2.37277E-02
0.28494       2.69624E-02
0.28493       2.38311E-02
0.28492       1.85765E-02
0.28492       1.79138E-02
0.28491       2.27033E-02
0.28490       2.42972E-02
0.28489       2.32892E-02
0.28488       2.54510E-02
0.28488       3.08211E-02
0.28487       3.30559E-02
0.28486       3.33045E-02
0.28485       3.39445E-02
0.28484       3.42148E-02
0.28484       3.43800E-02
0.28483       3.56753E-02
0.28482       3.67900E-02
0.28481       3.63455E-02
0.28480       3.80748E-02
0.28479       4.09877E-02
0.28479       3.94491E-02
0.28478       3.37929E-02
0.28477       2.58119E-02
0.28476       1.97275E-02
0.28475       2.42527E-02
0.28475       3.22203E-02
0.28474       3.62458E-02
0.28473       3.70984E-02
0.28472       4.14917E-02
0.28471       4.61622E-02
0.28471       5.09547E-02
0.28470       5.29990E-02
0.28469       4.86659E-02
0.28468       4.34284E-02
0.28467       3.81921E-02
0.28467       3.17948E-02
0.28466       2.54224E-02
0.28465       2.16298E-02
0.28464       2.62637E-02
0.28463       3.44349E-02
0.28462       3.85323E-02
0.28462       4.67529E-02
0.28461       6.21127E-02
0.28460       6.86242E-02
0.28459       6.71798E-02
0.28458       6.32010E-02
0.28458       6.12869E-02
0.28457       5.88897E-02
0.28456       5.63033E-02
0.28455       5.41915E-02
0.28454       5.53423E-02
0.28454       5.86998E-02
0.28453       6.07360E-02
0.28452       6.09129E-02
0.28451       6.01756E-02
0.28450       5.50127E-02
0.28450       4.04520E-02
0.28449       2.34248E-02
0.28448       1.78524E-02
0.28447       2.22129E-02
0.28446       2.72312E-02
0.28445       2.52004E-02
0.28445       2.33230E-02
0.28444       2.59604E-02
0.28443       2.96414E-02
0.28442       2.75954E-02
0.28441       2.11574E-02
0.28441       1.78830E-02
0.28440       2.74100E-02
0.28439       3.84263E-02
0.28438       4.40867E-02
0.28437       4.68044E-02
0.28437       5.10853E-02
0.28436       5.05085E-02
0.28435       4.92483E-02
0.28434       6.26481E-02
0.28433       7.02586E-02
0.28433       6.06163E-02
0.28432       5.44157E-02
0.28431       6.74474E-02
0.28430       7.20623E-02
0.28429       6.14658E-02
0.28428       4.70105E-02
0.28428       4.68021E-02
0.28427       5.76846E-02
0.28426       7.22735E-02
0.28425       8.04262E-02
0.28424       7.63696E-02
0.28424       6.40588E-02
0.28423       4.83158E-02
0.28422       4.14961E-02
0.28421       4.22826E-02
0.28420       4.84734E-02
0.28420       5.67616E-02
0.28419       5.28957E-02
0.28418       4.43650E-02
0.28417       4.33101E-02
0.28416       4.35533E-02
0.28416       3.63688E-02
0.28415       3.17578E-02
0.28414       3.61359E-02
0.28413       3.41789E-02
0.28412       2.63726E-02
0.28412       2.98295E-02
0.28411       4.60979E-02
0.28410       5.27630E-02
0.28409       4.64927E-02
0.28408       4.23767E-02
0.28407       5.09183E-02
0.28407       5.77655E-02
0.28406       5.94308E-02
0.28405       6.45192E-02
0.28404       6.58477E-02
0.28403       6.01981E-02
0.28403       5.57946E-02
0.28402       5.86840E-02
0.28401       5.74199E-02
0.28400       4.77838E-02
0.28399       4.70152E-02
0.28399       5.19897E-02
0.28398       4.88464E-02
0.28397       5.09306E-02
0.28396       6.10712E-02
0.28395       7.30151E-02
0.28395       8.08001E-02
0.28394       7.80754E-02
0.28393       6.41254E-02
0.28392       5.78656E-02
0.28391       5.65314E-02
0.28391       4.47594E-02
0.28390       2.91063E-02
0.28389       2.77888E-02
0.28388       3.73333E-02
0.28387       4.60995E-02
0.28387       5.07519E-02
0.28386       6.29602E-02
0.28385       7.54037E-02
0.28384       8.06675E-02
0.28383       8.29216E-02
0.28382       8.07333E-02
0.28382       6.81434E-02
0.28381       5.03083E-02
0.28380       4.38462E-02
0.28379       4.35983E-02
0.28378       4.92827E-02
0.28378       6.13809E-02
0.28377       7.13199E-02
0.28376       7.00680E-02
0.28375       6.51174E-02
0.28374       6.35327E-02
0.28374       5.40522E-02
0.28373       4.03345E-02
0.28372       3.74401E-02
0.28371       3.57677E-02
0.28370       3.49219E-02
0.28370       4.16956E-02
0.28369       4.66173E-02
0.28368       4.03724E-02
0.28367       3.05547E-02
0.28366       2.54960E-02
0.28366       1.86281E-02
0.28365       1.23971E-02
0.28364       1.14757E-02
0.28363       1.39373E-02
0.28362       1.88484E-02
0.28362       2.82662E-02
0.28361       4.10191E-02
0.28360       5.17842E-02
0.28359       5.77712E-02
0.28358       5.59892E-02
0.28358       5.27210E-02
0.28357       5.11557E-02
0.28356       4.78666E-02
0.28355       4.59102E-02
0.28354       4.36668E-02
0.28354       4.15227E-02
0.28353       4.70336E-02
0.28352       5.28288E-02
0.28351       4.93521E-02
0.28350       4.10470E-02
0.28349       4.71807E-02
0.28349       5.60328E-02
0.28348       5.49790E-02
0.28347       4.71991E-02
0.28346       5.58421E-02
0.28345       7.29990E-02
0.28345       7.93053E-02
0.28344       6.49932E-02
0.28343       4.68674E-02
0.28342       3.70219E-02
0.28341       4.39558E-02
0.28341       5.80127E-02
0.28340       6.78677E-02
0.28339       8.25441E-02
0.28338       9.24157E-02
0.28337       8.96345E-02
0.28337       8.53835E-02
0.28336       7.71264E-02
0.28335       6.19707E-02
0.28334       4.55688E-02
0.28333       2.95248E-02
0.28333       2.03458E-02
0.28332       2.31442E-02
0.28331       2.70882E-02
0.28330       3.59758E-02
0.28329       5.12068E-02
0.28329       5.72562E-02
0.28328       5.33107E-02
0.28327       5.04738E-02
0.28326       5.55424E-02
0.28325       5.87094E-02
0.28325       4.86651E-02
0.28324       4.39845E-02
0.28323       5.61735E-02
0.28322       7.25834E-02
0.28321       8.21741E-02
0.28321       8.33811E-02
0.28320       7.84005E-02
0.28319       6.21187E-02
0.28318       4.38629E-02
0.28317       4.30821E-02
0.28317       4.65359E-02
0.28316       4.82470E-02
0.28315       4.72072E-02
0.28314       4.35837E-02
0.28313       3.85631E-02
0.28313       3.82704E-02
0.28312       4.23886E-02
0.28311       4.78709E-02
0.28310       5.67234E-02
0.28309       5.53032E-02
0.28309       5.09971E-02
0.28308       5.60491E-02
0.28307       6.45339E-02
0.28306       7.00607E-02
0.28305       7.60105E-02
0.28305       7.44012E-02
0.28304       6.32440E-02
0.28303       5.46737E-02
0.28302       4.68592E-02
0.28301       4.01708E-02
0.28301       4.87608E-02
0.28300       6.18112E-02
0.28299       6.78201E-02
0.28298       6.41928E-02
0.28297       5.49213E-02
0.28297       4.10455E-02
0.28296       2.83974E-02
0.28295       2.76466E-02
0.28294       3.57209E-02
0.28293       4.97454E-02
0.28293       6.42308E-02
0.28292       6.61339E-02
0.28291       5.90540E-02
0.28290       5.28620E-02
0.28289       5.20998E-02
0.28289       4.79874E-02
0.28288       4.03700E-02
0.28287       3.84626E-02
0.28286       4.11088E-02
0.28285       3.74279E-02
0.28285       3.39979E-02
0.28284       3.40297E-02
0.28283       3.75339E-02
0.28282       4.69749E-02
0.28281       5.65883E-02
0.28281       5.51123E-02
0.28280       5.08036E-02
0.28279       5.26502E-02
0.28278       6.00453E-02
0.28277       5.95103E-02
0.28277       5.24899E-02
0.28276       4.45791E-02
0.28275       4.34713E-02
0.28274       4.54806E-02
0.28273       4.44372E-02
0.28273       4.70358E-02
0.28272       5.23739E-02
0.28271       5.29878E-02
0.28270       4.70514E-02
0.28269       3.57430E-02
0.28269       3.36905E-02
0.28268       3.80549E-02
0.28267       3.57667E-02
0.28266       2.25301E-02
0.28265       1.47101E-02
0.28265       1.34569E-02
0.28264       1.79529E-02
0.28263       2.85022E-02
0.28262       3.51830E-02
0.28261       3.68816E-02
0.28261       4.17351E-02
0.28260       5.39584E-02
0.28259       6.23386E-02
0.28258       6.50071E-02
0.28257       6.50630E-02
0.28257       6.19606E-02
0.28256       5.31207E-02
0.28255       4.52203E-02
0.28254       4.88002E-02
0.28253       5.00501E-02
0.28253       4.44177E-02
0.28252       4.45975E-02
0.28251       5.24706E-02
0.28250       5.72330E-02
0.28249       5.62974E-02
0.28249       5.60610E-02
0.28248       6.00275E-02
0.28247       6.45842E-02
0.28246       6.67596E-02
0.28245       6.50073E-02
0.28245       5.94084E-02
0.28244       5.14350E-02
0.28243       4.36313E-02
0.28242       3.56838E-02
0.28241       2.63040E-02
0.28241       2.51408E-02
0.28240       3.81364E-02
0.28239       4.86545E-02
0.28238       5.36554E-02
0.28237       5.15442E-02
0.28237       4.41101E-02
0.28236       3.59013E-02
0.28235       3.35343E-02
0.28234       3.65040E-02
0.28233       3.66704E-02
0.28233       3.43304E-02
0.28232       3.37120E-02
0.28231       4.18297E-02
0.28230       4.88697E-02
0.28229       5.08513E-02
0.28229       4.76184E-02
0.28228       4.49518E-02
0.28227       4.70425E-02
0.28226       5.07596E-02
0.28225       4.90680E-02
0.28225       4.41588E-02
0.28224       4.08580E-02
0.28223       4.19652E-02
0.28222       4.24909E-02
0.28221       3.69265E-02
0.28221       3.03910E-02
0.28220       3.91827E-02
0.28219       4.79110E-02
0.28218       4.56162E-02
0.28218       4.11443E-02
0.28217       3.98806E-02
0.28216       3.82086E-02
0.28215       4.25383E-02
0.28214       5.07457E-02
0.28214       5.25987E-02
0.28213       4.84250E-02
0.28212       4.33391E-02
0.28211       4.23515E-02
0.28210       4.21976E-02
0.28210       4.45629E-02
0.28209       5.03032E-02
0.28208       5.28456E-02
0.28207       5.20990E-02
0.28206       4.70012E-02
0.28206       4.60174E-02
0.28205       4.99165E-02
0.28204       5.04713E-02
0.28203       4.24658E-02
0.28202       3.37532E-02
0.28202       2.74222E-02
0.28201       2.65766E-02
0.28200       3.51456E-02
0.28199       4.37095E-02
0.28198       4.92919E-02
0.28198       4.82370E-02
0.28197       4.38793E-02
0.28196       4.01390E-02
0.28195       3.64618E-02
0.28194       3.77317E-02
0.28194       4.12646E-02
0.28193       4.49046E-02
0.28192       4.53561E-02
0.28191       4.46855E-02
0.28190       4.84159E-02
0.28190       5.12872E-02
0.28189       4.32973E-02
0.28188       3.16704E-02
0.28187       2.62926E-02
0.28186       2.91616E-02
0.28186       3.53710E-02
0.28185       3.70071E-02
0.28184       3.24119E-02
0.28183       2.67713E-02
0.28183       2.80667E-02
0.28182       3.20051E-02
0.28181       3.55684E-02
0.28180       3.81649E-02
0.28179       3.89234E-02
0.28179       3.81443E-02
0.28178       3.87927E-02
0.28177       3.75254E-02
0.28176       3.13484E-02
0.28175       2.63083E-02
0.28175       3.00768E-02
0.28174       3.48277E-02
0.28173       3.61375E-02
0.28172       3.31571E-02
0.28171       3.27942E-02
0.28171       3.65484E-02
0.28170       3.96081E-02
0.28169       3.76072E-02
0.28168       3.50026E-02
0.28167       3.54035E-02
0.28167       3.86402E-02
0.28166       4.14342E-02
0.28165       4.01036E-02
0.28164       3.25541E-02
0.28163       2.73511E-02
0.28163       3.11768E-02
0.28162       3.50212E-02
0.28161       3.98190E-02
0.28160       4.48740E-02
0.28159       4.36479E-02
0.28159       3.72539E-02
0.28158       3.57122E-02
0.28157       3.97131E-02
0.28156       4.36718E-02
0.28156       4.50382E-02
0.28155       4.19368E-02
0.28154       3.83825E-02
0.28153       3.59517E-02
0.28152       3.51013E-02
0.28152       3.63161E-02
0.28151       3.76505E-02
0.28150       3.85157E-02
0.28149       3.65798E-02
0.28148       3.34224E-02
0.28148       3.28621E-02
0.28147       3.29157E-02
0.28146       3.08333E-02
0.28145       2.76348E-02
0.28144       2.46206E-02
0.28144       2.36397E-02
0.28143       2.17185E-02
0.28142       1.71013E-02
0.28141       1.29937E-02
0.28140       1.39089E-02
0.28140       1.68509E-02
0.28139       2.06736E-02
0.28138       2.41215E-02
0.28137       2.65795E-02
0.28137       2.84489E-02
0.28136       2.96086E-02
0.28135       2.91365E-02
0.28134       2.70507E-02
0.28133       2.50528E-02
0.28133       2.42642E-02
0.28132       2.29263E-02
0.28131       2.23180E-02
0.28130       2.46740E-02
0.28129       2.50325E-02
0.28129       2.15261E-02
0.28128       1.99171E-02
0.28127       2.21378E-02
0.28126       2.25321E-02
0.28125       2.23956E-02
0.28125       2.39023E-02
0.28124       2.48489E-02
0.28123       2.45470E-02
0.28122       2.38553E-02
0.28121       2.16544E-02
0.28121       1.96249E-02
0.28120       1.97212E-02
0.28119       2.11243E-02
0.28118       2.09458E-02
0.28118       2.01697E-02
0.28117       2.07359E-02
0.28116       2.38937E-02
0.28115       2.70278E-02
0.28114       2.85736E-02
0.28114       2.75762E-02
0.28113       2.49702E-02
0.28112       2.18311E-02
0.28111       1.87493E-02
0.28110       1.88688E-02
0.28110       2.15670E-02
0.28109       2.43129E-02
0.28108       2.59462E-02
0.28107       2.58105E-02
0.28106       2.39196E-02
0.28106       2.16598E-02
0.28105       2.33601E-02
0.28104       2.55501E-02
0.28103       2.58994E-02
0.28103       2.59893E-02
0.28102       2.60394E-02
0.28101       2.49213E-02
0.28100       2.25656E-02
0.28099       2.14800E-02
0.28099       2.09804E-02
0.28098       1.98547E-02
0.28097       1.93544E-02
0.28096       1.97806E-02
0.28095       2.04045E-02
0.28095       2.12752E-02
0.28094       2.22391E-02
0.28093       2.13841E-02
0.28092       1.81703E-02
0.28091       1.69680E-02
0.28091       1.90939E-02
0.28090       2.06060E-02
0.28089       1.98308E-02
0.28088       1.84865E-02
0.28088       1.86616E-02
0.28087       1.91126E-02
0.28086       1.93760E-02
0.28085       1.90567E-02
0.28084       1.87059E-02
0.28084       1.89706E-02
0.28083       1.91181E-02
0.28082       1.74496E-02
0.28081       1.41486E-02
0.28080       1.31941E-02
0.28080       1.34289E-02
0.28079       1.21778E-02
0.28078       1.26674E-02
0.28077       1.58913E-02
0.28076       1.70275E-02
0.28076       1.62989E-02
0.28075       1.54592E-02
0.28074       1.54626E-02
0.28073       1.55768E-02
0.28073       1.64868E-02
0.28072       1.67544E-02
0.28071       1.57147E-02
0.28070       1.44898E-02
0.28069       1.36865E-02
0.28069       1.36716E-02
0.28068       1.41619E-02
0.28067       1.35178E-02
0.28066       1.30460E-02
0.28065       1.36843E-02
0.28065       1.41822E-02
0.28064       1.37468E-02
0.28063       1.29018E-02
0.28062       1.22342E-02
0.28062       1.22499E-02
0.28061       1.23322E-02
0.28060       1.17000E-02
0.28059       1.08269E-02
0.28058       1.08953E-02
0.28058       1.07411E-02
0.28057       1.02434E-02
0.28056       1.08939E-02
0.28055       1.14016E-02
0.28054       9.98306E-03
0.28054       7.98117E-03
0.28053       8.43920E-03
0.28052       9.63625E-03
0.28051       9.44514E-03
0.28050       9.20490E-03
0.28050       9.57239E-03
0.28049       9.02108E-03
0.28048       8.18146E-03
0.28047       7.91940E-03
0.28047       7.66990E-03
0.28046       7.63501E-03
0.28045       7.04433E-03
0.28044       6.39818E-03
0.28043       5.98336E-03
0.28043       5.48388E-03
0.28042       5.24899E-03
0.28041       5.14384E-03
0.28040       5.46815E-03
0.28039       6.50366E-03
0.28039       9.35683E-03
0.28038       1.44128E-02
0.28037       1.89223E-02
0.28036       2.02474E-02
0.28036       2.02015E-02
0.28035       2.10016E-02
0.28034       2.24868E-02
0.28033       2.09879E-02
0.28032       1.60972E-02
0.28032       1.03228E-02
0.28031       7.27704E-03
0.28030       6.32888E-03
0.28029       5.86753E-03
0.28028       6.05047E-03
0.28028       6.57221E-03
0.28027       6.68667E-03
0.28026       6.77980E-03
0.28025       6.98485E-03
0.28025       7.20986E-03
0.28024       7.29029E-03
0.28023       7.44343E-03
0.28022       7.57947E-03
0.28021       7.48097E-03
0.28021       7.79543E-03
0.28020       7.68812E-03
0.28019       6.91817E-03
0.28018       7.11174E-03
0.28017       8.19767E-03
0.28017       8.61090E-03
0.28016       8.72707E-03
0.28015       9.21653E-03
0.28014       9.62202E-03
0.28014       9.90916E-03
0.28013       9.91195E-03
0.28012       9.92810E-03
0.28011       1.04553E-02
0.28010       1.06749E-02
0.28010       1.03640E-02
0.28009       1.07030E-02
0.28008       1.12992E-02
0.28007       1.09953E-02
0.28006       1.04550E-02
0.28006       9.98822E-03
0.28005       9.89805E-03
0.28004       1.02359E-02
0.28003       1.08963E-02
0.28003       1.15097E-02
0.28002       1.12145E-02
0.28001       1.08282E-02
0.28000       1.04261E-02
0.27999       1.03518E-02
0.27999       1.07364E-02
0.27998       1.08956E-02
0.27997       1.08714E-02
0.27996       1.10178E-02
0.27996       1.07943E-02
0.27995       9.77884E-03
0.27994       9.40653E-03
0.27993       1.00044E-02
0.27992       1.02313E-02
0.27992       8.53821E-03
0.27991       6.76545E-03
0.27990       6.30337E-03
0.27989       6.86863E-03
0.27988       6.22713E-03
0.27988       5.46722E-03
0.27987       6.20546E-03
0.27986       7.40155E-03
0.27985       7.80590E-03
0.27985       8.43084E-03
0.27984       8.78474E-03
0.27983       8.66063E-03
0.27982       8.18844E-03
0.27981       7.46242E-03
0.27981       7.46247E-03
0.27980       7.76245E-03
0.27979       7.79929E-03
0.27978       7.32186E-03
0.27978       7.08381E-03
0.27977       7.09475E-03
0.27976       6.98271E-03
0.27975       6.54210E-03
0.27974       5.95730E-03
0.27974       5.50612E-03
0.27973       5.39066E-03
0.27972       5.25034E-03
0.27971       4.72634E-03
0.27970       4.15902E-03
0.27970       4.09705E-03
0.27969       4.66958E-03
0.27968       6.34099E-03
0.27967       1.05192E-02
0.27967       1.59986E-02
0.27966       2.20477E-02
0.27965       2.53231E-02
0.27964       2.39799E-02
0.27963       2.35892E-02
0.27963       2.67151E-02
0.27962       2.85079E-02
0.27961       2.52202E-02
0.27960       1.83384E-02
0.27960       9.78580E-03
0.27959       6.13036E-03
0.27958       4.51862E-03
0.27957       3.34538E-03
0.27956       2.97689E-03
0.27956       3.59420E-03
0.27955       4.54200E-03
0.27954       5.13159E-03
0.27953       5.55818E-03
0.27952       5.92725E-03
0.27952       6.21736E-03
0.27951       6.58835E-03
0.27950       7.13901E-03
0.27949       7.06891E-03
0.27949       6.65019E-03
0.27948       6.92455E-03
0.27947       7.43252E-03
0.27946       7.84365E-03
0.27945       8.10297E-03
0.27945       8.03143E-03
0.27944       7.88975E-03
0.27943       8.16843E-03
0.27942       8.73630E-03
0.27942       9.34588E-03
0.27941       9.19141E-03
0.27940       8.95897E-03
0.27939       9.51087E-03
0.27938       1.03341E-02
0.27938       1.05469E-02
0.27937       1.05678E-02
0.27936       1.00927E-02
0.27935       9.95549E-03
0.27935       1.01706E-02
0.27934       1.00876E-02
0.27933       9.90418E-03
0.27932       1.00013E-02
0.27931       1.06172E-02
0.27931       1.12882E-02
0.27930       1.11133E-02
0.27929       1.11744E-02
0.27928       1.14165E-02
0.27928       1.12684E-02
0.27927       1.10700E-02
0.27926       1.08538E-02
0.27925       1.21523E-02
0.27924       1.34676E-02
0.27924       1.26758E-02
0.27923       1.08785E-02
0.27922       1.08479E-02
0.27921       1.21285E-02
0.27920       1.37980E-02
0.27920       1.41950E-02
0.27919       1.39403E-02
0.27918       1.34646E-02
0.27917       1.18241E-02
0.27917       1.00913E-02
0.27916       9.21352E-03
0.27915       1.08134E-02
0.27914       1.28536E-02
0.27913       1.38271E-02
0.27913       1.41998E-02
0.27912       1.44711E-02
0.27911       1.47129E-02
0.27910       1.47860E-02
0.27910       1.59036E-02
0.27909       1.66087E-02
0.27908       1.52471E-02
0.27907       1.30903E-02
0.27906       1.29945E-02
0.27906       1.36711E-02
0.27905       1.41719E-02
0.27904       1.42586E-02
0.27903       1.39339E-02
0.27903       1.43514E-02
0.27902       1.59256E-02
0.27901       1.68198E-02
0.27900       1.68785E-02
0.27899       1.67620E-02
0.27899       1.69903E-02
0.27898       1.74435E-02
0.27897       1.85051E-02
0.27896       1.89776E-02
0.27896       1.84609E-02
0.27895       1.83578E-02
0.27894       1.87019E-02
0.27893       1.85788E-02
0.27892       1.79595E-02
0.27892       1.64658E-02
0.27891       1.42756E-02
0.27890       1.06049E-02
0.27889       7.97456E-03
0.27889       9.47158E-03
0.27888       1.12174E-02
0.27887       1.37838E-02
0.27886       1.77748E-02
0.27885       1.90114E-02
0.27885       1.92847E-02
0.27884       2.01967E-02
0.27883       2.13513E-02
0.27882       2.13312E-02
0.27882       1.97235E-02
0.27881       1.81729E-02
0.27880       1.89605E-02
0.27879       2.10826E-02
0.27878       2.37187E-02
0.27878       2.38902E-02
0.27877       2.21885E-02
0.27876       2.07084E-02
0.27875       2.21472E-02
0.27875       2.30847E-02
0.27874       2.18979E-02
0.27873       2.10728E-02
0.27872       2.19779E-02
0.27871       2.20029E-02
0.27871       2.03450E-02
0.27870       2.04135E-02
0.27869       2.28623E-02
0.27868       2.43761E-02
0.27868       2.40281E-02
0.27867       2.31019E-02
0.27866       2.03546E-02
0.27865       1.98262E-02
0.27864       2.22110E-02
0.27864       2.45051E-02
0.27863       2.50865E-02
0.27862       2.43729E-02
0.27861       2.26642E-02
0.27861       1.86601E-02
0.27860       1.63029E-02
0.27859       1.68729E-02
0.27858       1.94499E-02
0.27857       2.37898E-02
0.27857       2.55664E-02
0.27856       2.54488E-02
0.27855       2.33623E-02
0.27854       2.18029E-02
0.27854       2.19768E-02
0.27853       2.25922E-02
0.27852       2.09470E-02
0.27851       1.98565E-02
0.27850       2.19911E-02
0.27850       2.50752E-02
0.27849       2.40087E-02
0.27848       2.26656E-02
0.27847       2.33018E-02
0.27847       2.20528E-02
0.27846       1.75910E-02
0.27845       1.50087E-02
0.27844       1.71253E-02
0.27844       1.93110E-02
0.27843       2.05970E-02
0.27842       1.99808E-02
0.27841       1.88096E-02
0.27840       1.87139E-02
0.27840       1.83649E-02
0.27839       1.55050E-02
0.27838       1.14399E-02
0.27837       1.08625E-02
0.27837       1.62328E-02
0.27836       2.00872E-02
0.27835       2.26583E-02
0.27834       2.56847E-02
0.27833       2.67467E-02
0.27833       2.67944E-02
0.27832       2.51906E-02
0.27831       2.41439E-02
0.27830       2.49548E-02
0.27830       2.39900E-02
0.27829       2.23476E-02
0.27828       2.33530E-02
0.27827       2.44290E-02
0.27826       2.23948E-02
0.27826       2.26880E-02
0.27825       2.65323E-02
0.27824       2.71013E-02
0.27823       2.20107E-02
0.27823       1.50497E-02
0.27822       9.12368E-03
0.27821       1.03154E-02
0.27820       1.47946E-02
0.27820       2.04847E-02
0.27819       2.33501E-02
0.27818       2.11012E-02
0.27817       1.93052E-02
0.27816       2.07574E-02
0.27816       2.21808E-02
0.27815       2.07327E-02
0.27814       1.93437E-02
0.27813       2.04981E-02
